仓库名称,仓库概述,仓库地址
mudcore/mudcore,LPMUD游戏开发框架，实现文字MUD游戏底层功能，方便快速开发各种文字MUD游戏。,https://gitee.com/mudcore/mudcore.git
mycrl/turn-rs,Apurerust-implementedturnserver.,https://gitee.com/mycrls/turn-rs.git
kelvins-io/kelvins,go微服务框架，支持gRPC，gin、http，cron，mq-consumer，在线服务节点自动注册etcd/自动实例负载均衡,https://gitee.com/kelvins-io/kelvins.git
robergroup/chiner,CHINER元数建模，一款丰富数据库生态，独立于具体数据库之外的，数据库关系模型设计平台，PDManer-v4已完全承接CHINER所有功能，并增加更多更多实用功能,https://gitee.com/robergroup/chiner.git
mudren/fluffos,"ActivelymaintainedLPMUDdriver(LPCinterpreter,MudOSfork)",https://gitee.com/mudren/fluffos.git
点九先生/gos-log,轻量级高性能的大日志检索系统,https://gitee.com/dianjiu/gos-log.git
唐佐林/Python for  OpenHarmony,在鸿蒙设备上使用Python编程。,https://gitee.com/delphi-tang/python-for-hos.git
OpenHarmony/xts_acts,暂无描述,https://gitee.com/openharmony/xts_acts.git
Taiyun/corrplot,Packagecorrplotisforvisualizingacorrelationmatrix,https://gitee.com/taiyun-wei/corrplot.git
百度开源/Quanlse,量脉(Quanlse)是由百度研究院量子计算研究所开发的基于云服务的量子控制平台。,https://gitee.com/baidu/Quanlse.git
冯立彬/HASentinel,对Sentinel做了高可用及持久化存储改造，包括：１）支持分布式多节点部署；２）配置信息的存储修改为ZK；３）数据信息的存储支持Influxdb集群；４）支持Grafana中实时展示报表；,https://gitee.com/laofeng/hasentinel.git
Seaton Jiang/kratos,专注阅读体验的WordPress主题,https://gitee.com/seatonjiang/kratos.git
格维融创开源社区/MCS51-ELL,这是一个专门为增强型1T8051内核MCU设计的硬件抽象平台。,https://gitee.com/gevico/mcs51-ell.git
Hyperledger/fabric,HyperledgerFabricisanenterprise-gradepermissioneddistributedledgerframeworkfordevelopings,https://gitee.com/hyperledger/fabric.git
Ascend/tensorflow,AscendTensorFlowAdapter,https://gitee.com/ascend/tensorflow.git
Seaton Jiang/gitmoji-vscode,VSCode中用于提交说明的Gitmoji拓展,https://gitee.com/seatonjiang/gitmoji-vscode.git
FiberCOMM/PSTR17R5B,使用DDS芯片AD9914产生线性扫频信号,https://gitee.com/fibercomm/PSTR17R5B.git
anji-plus/AJ-Report,AJ-Report是一个完全开源，拖拽编辑的可视化设计工具。三步快速完成大屏：配置数据源---->写SQL配置数据集---->拖拽生成大屏。让管理层随时随地掌控业务动态，让每个决策都有数据支撑。,https://gitee.com/anji-plus/report.git
格维融创开源社区/AntOS,超轻量级实时操作系统，适合在8051为内核的MCU上运行，专门为小型家电及简易物联网终端设计。,https://gitee.com/gevico/antos.git
随遇而安/FastBee,FastBee开源物联网平台，简单易用，更适合中小企业和个人学习使用。适用于智能家居、智慧办公、智慧社区、农业监测、水利监测、工业控制等。,https://gitee.com/kerwincui/fastbee.git
CHINASOFT5_OHOS/MathJaxView,自定义webview离线加载格式化数学公式,https://gitee.com/chinasoft5_ohos/MathJaxView.git
Yaohaixiao/delegate.js,delegate.js是一个轻量级的JavaScript事件委托库。delegate.js中封装了：on()、once()、off()等事件侦听相关的常用方法。delegate.js的API借鉴了jQuery的链式调用模式，使得delegate.js的API使用起来非常灵活和方便。,https://gitee.com/yaohaixiao/delegate.js.git
甘草酸不酸/mini-T12,条形miniT12焊台，15HZPWM输出不吵，DCDC-LDO二级降压电源，板载温度芯片作冷端补偿，内置曲线拟合校准功能，休眠，屏保,https://gitee.com/Lichengjiez/mini-T12.git
Christopher Tom/LiteIPC Simulator,SimulatorforOpenHarmonyLiteIPCrunningonLinux.,https://gitee.com/cctom/liteipc_simulator.git
百年孤独/MaixPy,"Maixpy的目的是让AIOT编程更简单，基于Micropython语法,运行在一款有着便宜价格的高性能芯片K210上.",https://gitee.com/QTDesign/MaixPy.git
Daochen Zha/DouZero,[ICML2021]DouZero斗.地主AI：从零开始通过自我博弈强化学习来学打斗.地主,https://gitee.com/daochenzha/DouZero.git
Lee Lup Yuen 李立源/stm32-blue-pill-rust,RustforSTM32BluePillwithVisualStudioCode,https://gitee.com/lupyuen/stm32-blue-pill-rust.git
Discuz/DiscuzQ,【React版后台】Discuz!Q是一套跨端全域的社区工具，是平行于Discuz!X系列的另一条产品线，Discuz!Q的目标是帮助流量大V、网红、知识付费、微信生态和移动互联网的创业者们,https://gitee.com/Discuz/Discuz-Q.git
Flvjs/flv.js,HTML5FLVPlayer,https://gitee.com/flvjs/flv.js.git
dgiot开源社区/dgiot,轻量级物联网开源平台，6分钟快速部署，千万级设备承载、电信级稳定性。物模型-规则引擎-数据通道-组态页面全流程低代码开发、前后端完全开源、支持多行业工业协议,https://gitee.com/dgiiot/dgiot.git
XiangShan/XiangShan,Open-sourcehigh-performanceRISC-Vprocessor,https://gitee.com/OpenXiangShan/XiangShan.git
VNPY/VNPY,"VNPY3.0客户端开源代码VNPY3.0是VNPY官方提供的CTP开源项目客户端源代码，支持国内149家期货公司的CTP接入，支持股指期货，股指期权、商品期货、商品期权的程序化交易和量化交易的仿真回测。",https://gitee.com/vnpypro/vnpy.git
peng-zhihui/HoloCubic,带网络功能的伪全息透明显示桌面站,https://gitee.com/peng_zhihui/HoloCubic.git
peng-zhihui/XUAN-Bike,我把自行车做成了自动驾驶,https://gitee.com/peng_zhihui/XUAN-Bike.git
happyfish100/fastcfs-csi,FastCFSk8s驱动，FastCFS是一款可以跑数据库的高性能分布式文件系统。,https://gitee.com/fastdfs100/fastcfs-csi.git
Daochen Zha/tods,自动化时间序列异常检测系统|自动机器学习|AutoML｜异常检测,https://gitee.com/daochenzha/tods.git
Yogurt_cry/pyWebBrowser3,[原仓库为pyWebBrowser，这是最新版本]基于C#开发的浏览器控制工具。整合提供了浏览器控制、键鼠控制、屏幕截图、剪切板控制等常用API,https://gitee.com/Yogurt_cry/pyWebBrowser3.git
ruxia-TJY/TKeyboard,一个使用ATMega32U4的USB通信功能实现的简单的小键盘项目,https://gitee.com/ruxia-tjy/tkeyboard.git
搜狗开源/workflow,C++并行计算与异步网络框架⭐️⭐️⭐️,https://gitee.com/sogou/workflow.git
Daochen Zha/rlcard,牌类游戏强化学习/AI机器人工具包，包括21点、德州.扑克、斗.地主、麻将、UNO等。,https://gitee.com/daochenzha/rlcard.git
Archermind-TI/armadillo,"Apreferenceimplementationforsecretdataprovidingconfidentiality,integrityandauthenticity.PerdefaultusesAES-GCM,BCryptandHKDFascryptographicprimitives.",https://gitee.com/archermind-ti/armadillo.git
muiplayer/hello-muiplayer,💡一款优秀的HTMLL5视频播放器组件,https://gitee.com/muiplayer/hello-muiplayer.git
搜狗开源/srpc,基于C++Workflow的RPC框架，支持SRPC、百度bRPC、腾讯tRPC以及thrift协议。,https://gitee.com/sogou/srpc.git
umijs/dumi,"📖DocumentationGeneratorofReactComponent",https://gitee.com/umijs/dumi.git
EMQX/emqtt,ErlangMQTTv5.0Client,https://gitee.com/emqx/emqtt.git
华为移动服务/hms-ecommerce-demo,HMSCore电商行业DemoApp源码，该项目应用了智能客服、消息推送、一键登录、拍照购物等多种能力，帮助开发者快速构建电商购物App所需要的能力,https://gitee.com/hms-core/hms-ecommerce-demo.git
Licoy/wordpress-theme-puock,:art:一款基于WordPress开发的高颜值的自适应主题，支持白天与黑夜模式、无刷新加载等。（此参考仅做镜像同步，有任何问题请提交至GitHub：https://github.com/Licoy/wordpress-theme-puock）,https://gitee.com/licoy/wordpress-theme-puock.git
格维融创开源社区/MiniDSO-Pro,B站老刘示波器Pro版本，在原版的基础上，扩展了测量负电压的功能，更新了UI设计，屏幕升级为1.3寸OLED屏。,https://gitee.com/gevico/mini-dso-pro.git
搜狗开源/pyworkflow,Python异步任务编排框架。支持http，redis和MySQL异步任务，异步文件IO。Python下最快的httpserver之一。,https://gitee.com/sogou/pyworkflow.git
EMQX/emqx,开源云原生分布式物联网MQTT消息服务器，高效可靠连接海量物联网设备。,https://gitee.com/emqx/emqx.git
lantsang/smart-dtu,支持移远EC600S的SmartDtu平台，基于QuecPython,https://gitee.com/lantsang/smart-dtu.git
吴泽滨/homekit-bridge,让任意设备接入AppleHomeKit.,https://gitee.com/zebin-wu/homekit-bridge.git
umijs/qiankun,"📦🚀Blazingfast,simpleandcompletedsolutionformicrofrontends.",https://gitee.com/umijs/qiankun.git
Thoughtworks/nodebpm,使用Node.js编写的高性能工作流驱动的动态流程执行引擎。Nodebpm以微服务的形式发布，如无必要无需改动内部实现。由于工作流应用对于流程定义有相对完善的支持，可以用它来进行任务图的可视化设计。,https://gitee.com/thoughtworks/nodebpm.git
william_lzw/ExDUIR,DirectUI框架是为Windows平台设计的。它支持D3D11和D2D渲染，包括几十个基本组件。它还支持最新的cef3浏览器。编译后的dll可以被各种语言调用，如Python、Go、Java和c#。此外，它还支持Unicode多语言。,https://gitee.com/william_lzw/ExDUIR.git
fibjs/fibjs,FibJS是一个建立在Googlev8Javascript引擎基础上的应用服务器开发框架，不同于node.js，FibJS采用fiber解决v8引擎的多路复用，并通过大量c++组件，将重负荷运算委托给后台线程，释放v8线程，争取更大的并发时间,https://gitee.com/fibjs/fibjs.git
OceanBase/obdeploy,AdeployerandpackagemanagerforOceanBaseopen-sourcesoftware.,https://gitee.com/oceanbase/obdeploy.git
Laomo./AIL,AIL是一门运行在Python虚拟机上的面向对象的编程语言,https://gitee.com/LaomoBK/ail.git
Thoughtworks/TWallet,TWallet是一个企业级数字钱包解决方案，基于非对称密码技术与区块链基础设施打造的可信身份(DID)，可验证声明(VerifiableClaim)，触碰授权与点对点安全传输，以及硬件安全模块支持的秘钥托管(HSMsupportedsecretcustodian)等技术，提供更加隐私、可信、安全的钱包支付与数字资产管理解决方案。,https://gitee.com/thoughtworks/TWallet.git
openEuler/eggo,Eggoisatoolbuilttoprovidestandardmulti-waysforcreatingKubernetesclusters.,https://gitee.com/openeuler/eggo.git
OceanBase/obconnector-c,OceanBaseClientforC.AdrivertoconnectapplicationsdevelopedinClanguagetoOceanBaseDatabase.,https://gitee.com/oceanbase/obconnector-c.git
dream7180/Shutter,"基于停止更新的ExifPro,一个优秀的图像查看,处理及管理工具,使用VC++开发,小巧快速",https://gitee.com/dream7180/Shutter.git
umijs/umi,🌋Pluggableenterprise-levelreactapplicationframework.,https://gitee.com/umijs/umi.git
CoreUnion/核心商城系统（CoreShop）,基于.Net8.0、Uni-App开发，支持可视化布局的小程序商城系统，前后端分离，支持分布式部署，跨平台运行，拥有分销、代理、团购、拼团、秒杀、直播、优惠券、自定义表单等众多营销功能，拥有完整SKU、下单、售后、物流流程。支持一套代码编译发布微信小程序版、H5版、Android版、iOS版、支付宝小程序版、字节跳动小程序版、QQ小程序版等共10个平台。,https://gitee.com/CoreUnion/CoreShop.git
masx200/webdav-cli,Asimplezero-configurationcommand-linewebdavserver,https://gitee.com/masx200/webdav-cli.git
Thoughtworks/lemonj,一个面向CSS/LESS/SCSS的分析、坏味道检查和自动化重构工具。,https://gitee.com/thoughtworks/lemonj.git
zaaack/vscode-markdown-editor,一个vscode插件，让你的vscode秒变和typora一样的所见即所得markdown编辑器，支持表格可视化编辑，拖拽图片，各种图标等,https://gitee.com/zane_young/vscode-markdown-editor.git
PaddlePaddle/VisualDL,VisualDL是飞桨可视化分析工具，以丰富的图表呈现训练参数变化趋势、模型结构、数据样本、高维数据分布等,https://gitee.com/paddlepaddle/VisualDL.git
YoMo/y3-codec-golang,Y3是面向物联网IoT领域的数据编解码规则yomo-codec的Golang实现，Y3的目标是在低功耗设备上能做到快速解析，并尽可能的降低CPU消耗。在设计上基于Binary，采用了TLV结构的编码。,https://gitee.com/yomorun/y3-codec-golang.git
refline/refline.js,refline.js是完全不依赖设计器环境的参考线组件，方便各种设计器快速接入，支持参考线匹配及吸附功能。,https://gitee.com/refline/refline.js.git
EMQX/MQTTX,"MQTTX是EMQ开源的一款跨平台MQTT5.0客户端工具，它支持macOS,Linux,Windows，并且支持MQTT消息格式转换。",https://gitee.com/emqx/MQTTX.git
PaddlePaddle/PaddleNLP,"Easy-to-useandpowerfulNLPlibrarywithAwesomemodelzoo,supportingwide-rangeofNLPtasksfromresearchtoindustrialapplications(NeuralSearch/QA/IE/SentimentAnalysis)",https://gitee.com/paddlepaddle/PaddleNLP.git
Skyeye云系列/skyeye-report,skyeye-report是一款高性能的Java报表引擎，提供完善的基于网页的报表设计器，可快速做出各种复杂的中式报表。支持多种数据源以及拖拽式报表功能。专业化报表设计编辑器，支持多种格式文件的导出。,https://gitee.com/doc_wei01/skyeye-report.git
wwy/Game_The_War_Of_Tank,The_War_Of_Tank这款坦克游戏是以罗培羽老师的《Unity3D网络游戏实战》项目为基础，在其上稍有延伸各项功能，但一直觉得做得不好，这次也只是阶段性的发布出来单机版，希望能有更多人给出意见建议，再次感谢老师的分享与教导。,https://gitee.com/wwy2018/Game_The_War_Of_Tank.git
swow/swow,🚀Swow是一个专注于并发I/O的跨平台协程引擎,https://gitee.com/swow/swow.git
MindSpore/mindquantum,MindQuantumisageneralsoftwarelibrarysupportingthedevelopmentofapplicationsforquantumcomputation.,https://gitee.com/mindspore/mindquantum.git
京东零售/nutui,基于vite构建京东风格移动端Vue2、Vue3、组件库（支持小程序开发）,https://gitee.com/jd-platform-opensource/nutui.git
KodeRover/zadig,Zadig是一款面向开发者设计的云原生持续交付(ContinuousDelivery)产品，具备高可用CI/CD能力，提供云原生运行环境，支持开发者本地联调、微服务并行构建和部署、集成测试等,https://gitee.com/koderover/zadig.git
Alvin/coost,AtinyboostlibraryinC++11.,https://gitee.com/idealvin/coost.git
OceanBase/oceanbase,"OceanBaseisanenterprisedistributedrelationaldatabasewithhighavailability,highperformance,horizontalscalabilityandcompatibilitywithSQLstandards.",https://gitee.com/oceanbase/oceanbase.git
OceanBase/obclient,AMariaDB-basedcommandlinetooltoconnecttoOceanBaseDatabase.,https://gitee.com/oceanbase/obclient.git
软设开发/Excel VBA 宏小游戏,这是我刚学vba的时候做的游戏，这里部分游戏是我自己写的，部分游戏来源网络,https://gitee.com/roberluo/excel_games.git
quick123official/QuickRedis,QuickRedis是一款永久免费的Redis可视化管理工具。它支持直连、哨兵、集群模式，支持亿万数量级的key，还有令人兴奋的UI。QuickRedis支持Windows、MacOSX和Linux下运行。,https://gitee.com/quick123official/quick_redis_blog.git
Thoughtworks/aggregate-persistence,本项目旨在提供一种轻量级聚合持久化方案，帮助开发者真正从业务出发设计领域模型，不需要考虑持久化的事情。在实现Repository持久化时，不需要考虑业务逻辑，只负责聚合的持久化，从而真正做到关注点分离。也就是说，不论有多少个业务场景对聚合进行了修改，对聚合的持久化只需要一个方法。,https://gitee.com/thoughtworks/aggregate-persistence.git
OceanBase/obproxy,AproxyserverforOceanBaseDatabase.,https://gitee.com/oceanbase/obproxy.git
Thoughtworks/metrik,自动化DevOps度量工具，内建Dashboard。可以从持续集成（Jenkins、Bamboo等）、持续交付流水线中提取数据，分析四项关键DevOps度量指标：部署频率、变更前置时间、服务恢复时间、变更失败率。,https://gitee.com/thoughtworks/metrik.git
Thoughtworks/raml-mocker,Raml-mocker是基于Raml的mockserver，Raml是RESTfullAPI描述语言，同时支持自定义指令。raml-mocker可以根据raml描述文档读取到API中的uri及response中的example继而生成mockserver。,https://gitee.com/thoughtworks/raml-mocker.git
duolabmeng/pyefun,pyefun为python提供强大且易用的中文函数库，完整的封装了易语言核心支持库所有功能，以及易语言中简单易用的函数,https://gitee.com/duolabmeng666/pyefun.git
JetLinks物联网基础平台/reactor-ql,用SQL来描述ReactorAPI.实时数据处理更简单.,https://gitee.com/jetlinks/reactor-ql.git
Makefile君/dash-echarts,"使用Dash和ECharts快速实现酷炫的dashboards-一键式安装,开箱即用gallerydemo-无需太多前端知识储备-python代码快速上手-支持bmap,mapbox联动-支持svg室内地图",https://gitee.com/pingf/dash-echarts.git
HarmonyOS-TPC/TimetableView,[TimetableView]是一款开源的、完善、高效的课程表控件,https://gitee.com/HarmonyOS-tpc/TimetableView.git
Soldier__/VipSystemRecode,AMinecraftvipplugin,https://gitee.com/Soldier233/VipSystemRecode.git
HarmonyOS-TPC/confetti,"Confettiisahigh-performance,easily-configurableparticlesystemlibrarythatcananimateanysetofobjectsthroughspace.",https://gitee.com/HarmonyOS-tpc/confetti.git
HarmonyOS-TPC/Gloading,深度解耦HosHap中全局加载中、加载失败及空数据视图，为组件化改造过程中的解耦长征助力,https://gitee.com/HarmonyOS-tpc/Gloading.git
百度开源/mapv,alibraryofgeographyvisualization-地理信息可视化库,https://gitee.com/baidu/mapv.git
jlxing/DCFNet,DCFNet:DiscriminantCorrelationFiltersNetworkforVisualTracking,https://gitee.com/jlxing/DCFNet.git
jlxing/TorchCraft,ConnectingTorchtoStarCraft,https://gitee.com/jlxing/TorchCraft.git
百度开源/m-git,MGit是一款基于Git的多仓库管理工具，可以安全的、高效的管理多个Git仓库；适合于在多个仓库中进行关联开发的项目，实现批量的版本管理功能，提高Git操作的效率，避免逐个执行Git命令带来的误操作风险。,https://gitee.com/baidu/m-git.git
符节开源/jap,JAP是一款开源的登录认证中间件，基于模块化设计，为所有需要登录认证的WEB应用提供一套标准的技术解决方案，开发者可以基于JAP适配绝大多数的WEB系统（自有系统、联邦协议）。Justauthintoanyapp!,https://gitee.com/fujieid/jap.git
奔跑的面条/vue-big-screen-plugin,🔥可视化大屏Vue3版本，基于Vue3、Typescript、DataV、ECharts5框架的大数据可视化（大屏展示）开发。此项目使用'.vue'和'.tsx'文件实现界面，采用新版动态屏幕适配方案，全局渲染组件封装，支持数据动态刷新渲染、内部DataV、ECharts图表都支持自由替换。,https://gitee.com/MTrun/vue-big-screen-plugin.git
京东零售/isearch,isearch提供分词和建立索引功能，可自定义中文词库，可满足复杂查询需求，支持包括字段检索、向量检索、字段排序、布尔搜索、范围检索、地理位置（POI、AOI）查询等功能。,https://gitee.com/jd-platform-opensource/isearch.git
neucrack/COMTool,CrossplatformSerialAssistant（跨平台串口调试助手串口助手网络调试助手终端工具linuxwindowsmacOSRaspberryPi）,https://gitee.com/neutree/comtool.git
EdgeGallery/developer-be,开发者平台是为App开发者提供开发工具/测试环境/上线部署的平台，分为前后台两个部分，developer-be是后台部分，提供接口调用，developer-fe是前台部分，提供界面展示,https://gitee.com/edgegallery/developer-be.git
hihopeorg/tftp,tftpserverforHarmonyOS,https://gitee.com/hihopeorg/tftp.git
SiroSong/react-jwchat,react-jwchat是一个基于React实现的web聊天组件。💁‍♂️💁‍♂️💁‍♂️,https://gitee.com/wx_504ae56474/react-jwchat.git
Wen Tao/jsoniter,"Ahigh-performance100%compatibledrop-inreplacementof""encoding/json""",https://gitee.com/taowen/jsoniter.git
akshare/akshare,"AKShareisanelegantandsimplefinancialdatainterfacelibraryforPython,builtforhumanbeings!开源财经数据接口库",https://gitee.com/akshare/akshare.git
hubzy/sketch-meaxure,sketch-meaxure中文版；sketch导出静态html文件，项目对接设计稿标注；邮箱联系：zbaba.y@foxmail.com,https://gitee.com/hubzyy/sketch-meaxure.git
邓伟彬/react-native-baidu-asr,"Thereact-nativeBaiduvoicelibraryprovidesvoicerecognition,voicewake-upandvoicesynthesisinterfaces.react-native百度语音库，提供语音识别，语音唤醒以及语音合成接口。",https://gitee.com/gdoudeng/react-native-baidu-asr.git
pengxiaotian/datav-vue,一款数据可视化应用搭建工具,https://gitee.com/pengxiaotian/datav-vue.git
董昱/TinyMap For HarmonyOS,"Easy-to-uselightweightmapcomponentforHarmonyOS鸿蒙操作系统中，简单易用的轻量化地图组件。",https://gitee.com/dongyu1009/tiny-map-for-harmony-os.git
quickmsg/mqtt-cluster,一款高性、高吞吐量、高扩展性的物联网mqtt集群broker！支持千万级+链接，同时支持自定义扩展功能，功能非常强大！推荐使用升级版：https://gitee.com/quickmsg/smqttx项目！,https://gitee.com/quickmsg/mqtt-cluster.git
zhongyang219/TrafficMonitor,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。,https://gitee.com/zhongyang219/TrafficMonitor.git
魔罗/AT Command,一款管理AT命令通信交互组件，适用于Modem、WIFI模块、蓝牙等使用AT命令或者ASCII命令行通信的场景。,https://gitee.com/moluo-tech/AT-Command.git
云溪数据库公司/zb-kvs,ZNBase是浪潮打造的一款分布式数据库产品，具备强一致、高可用分布式架构、分布式水平扩展、高性能、企业级安全等特性，自研的原生分布式存储引擎支持完整ACID，支持PostgreSQL协议访问,https://gitee.com/ZNBase/zn-kvs.git
Ahoo-Wang/govern-eventbus,"GovernServiceRPC&Event-DrivenArchitectureFramework||GovernEventBus已不再维护,请使用Wow替换.",https://gitee.com/AhooWang/govern-eventbus.git
Nepxion/DiscoveryPlatform,"☀️NepxionDiscoveryPlatformisaplatformforNepxionDiscoverywithservicegovernance,releaseorchestration,trafficinspection,instanceblacklist,gatewayroute服务治理、蓝绿灰度编排、流量侦测、无损下线、网关路由的平台",https://gitee.com/nepxion/DiscoveryPlatform.git
ElemeFE/element,Element是一套为开发者、设计师和产品经理准备的基于Vue2.0的桌面端组件库，提供了配套设计资源，帮助你的网站快速成型。由饿了么公司前端团队开源。,https://gitee.com/ElemeFE/element.git
甘草酸不酸/天气墨水屏,ESP8266多功能墨水屏，arduino开发，天气时钟阅读配网,https://gitee.com/Lichengjiez/weather-ink-screen.git
济南驰骋公司/ 雷劈流程设计器,该系统被驰骋公司收购并接管维护，尊重作者的意愿继续开源。驰骋工作流、表单引擎请访问公司网站。,https://gitee.com/opencc/LeipiFlowDesigner.git
刘柏江/X64Dbg,TheGUIfrontendprojectofA64DbgandVMPStudio.,https://gitee.com/geekneo/X64Dbg.git
乐风/gdoo,Gdoo是基于PHPLaravel的开源OA/协同办公平台，包含销售管理、日程安排，进销存、数据分析，强大的自定义能力。改进销售管理模式，提升企业执行效率,https://gitee.com/hawind/gdoo.git
Collin/linn-atxserver2,基于atxserver2，自定义管理测试应用功能，它需要和https://gitee.com/zgxtech_admin/linn-mobile-automation-agent配合使用。仅供学习自动化测试用途。,https://gitee.com/zgxtech_admin/linn-atxserver2.git
白云/x-sheet,高性能WebJavaScriptCanvas电子表格,https://gitee.com/eigi/x-sheet.git
阿森/js.tree,一个循环解决行转树的问题，快速，轻量，无依赖。,https://gitee.com/zhengxs2018/js.tree.git
hazdzz/ChebyNet,ThePyTorchversionofChebyNetimplementedbythepaper.,https://gitee.com/hazdzz/ChebyNet.git
大腹太卷/Lane_Detection,基于OpenCV的视频道路车道检测。,https://gitee.com/Ginomica/lane_detection.git
CookCSharp/CookPopularControl,CookPopularControl是一款流行的WPF控件库，提供近80款常用的组件，同时提供一些常用的工具类方法,https://gitee.com/CookCSharp/CookPopularControl.git
OpenGitee/GiteeIOS,Gitee基于SwiftUI和OpenAPI的iOS客户端项目，方便快捷的在手机上操作Issues/Pullrequests/Commits/Comments,https://gitee.com/open-gitee/gitee_ios.git
猪猪侠/zzxia-kvm-manage,对KVM虚拟机的批量克隆、修改、删除、启动、关闭,https://gitee.com/zhf_sy/zzxia-kvm-manage.git
Ahoo-Wang/CoSky,高性能、低成本微服务治理平台（服务注册/发现&配置中心）,https://gitee.com/AhooWang/CoSky.git
ShenMian/clementine,一个简单的游戏引擎.(GitHub镜像),https://gitee.com/ShenMian/Clementine.git
panll/wvp-GB28181-pro,WEBVIDEOPLATFORM是一个基于GB28181-2016标准实现的网络视频平台，负责实现核心信令与设备管理后台部分，支持NAT穿透，支持海康、大华、宇视等品牌的IPC、NVR、DVR接入。支持国标级联，支持rtsp/rtmp等视频流转发到国标平台，支持rtsp/rtmp等推流转发到国标平台。,https://gitee.com/pan648540858/wvp-GB28181-pro.git
卓源软件/compressor-maven-plugin,是一个压缩JS/CSS的Maven插件，它是GoogleClosureCompiler（压缩JS）和Yuicompressor(压缩CSS）的合体，目前支持ES2015、ES2016、ES2017、ES2018、ES2019,https://gitee.com/thinkgem/compressor-maven-plugin.git
zarm/zarm,基于React的移动端UI组件库,https://gitee.com/zarm/zarm.git
shirne/Chinese chess,Flutter开发的中国象棋游戏,https://gitee.com/shirne/chinese_chess.git
report/ReportPro,采用全端兼容的uCharts图表等插件完成的云端数据报表中心，用户只需要专注数据业务，即可打造出属于自己的数据报表中心，组件页面精美，使用起来灵活便捷，不仅如此，搭配admin权限系统实现权限分配查看页面！,https://gitee.com/ureport/ReportPro.git
days2020/vue-uieditor,VUE可视化编辑器,https://gitee.com/days2020/vue-uieditor.git
wopen/nplayer,无任何第三方运行时依赖，兼容IE11，支持SSR。高度可定制，可二次开发。和B站一样体验的弹幕系统。可以接入任何流媒体，支持直播。,https://gitee.com/wopen/nplayer.git
days2020/iview-uieditor,IVEW可视化编辑器,https://gitee.com/days2020/iview-uieditor.git
hazdzz/STGCN,ThePyTorchimplementationofSTGCN.,https://gitee.com/hazdzz/STGCN.git
深度社区/dde-device-formatter,mirrorofhttps://github.com/linuxdeepin/dde-device-formatter,https://gitee.com/linuxdeepin/dde-device-formatter.git
mumu-page/mumu-editor,✨是时候解放双手，用简单点的方式生成页面,https://gitee.com/mumu-page/mumu-editor.git
kali-urs/audk,FirmwaredevelopmentenvironmentfortheUEFIandPIspecifications,https://gitee.com/kali-usr/audk.git
火星科技/Mars3D三维可视化平台,"Mars3D三维可视化平台,是一款支持多行业应用的网页端二三维GIS可视化地图平台。支持无插件轻量级的系统运行方式，广泛应用于高效的数据管理、展示及应用，提供地图数据、三维实景数据、互联网数据等多种时空数据的加载与展示，同时扩展了电子沙盘、智慧园区、城市规划、卫星仿真、气象水文、城市可视化和专题图等多种应用场景，满足用户多元业务可视化应用需求。",https://gitee.com/marsgis/mars3d.git
RMBGAME/SteamTools,🛠「WattToolkit」是一个开源跨平台的多功能Steam工具箱。,https://gitee.com/rmbgame/SteamTools.git
深度社区/deepin-music,mirrorofhttps://github.com/linuxdeepin/deepin-music,https://gitee.com/linuxdeepin/deepin-music.git
nop/bookjs-eazy,"🔥WEB打印，HTML转PDF工具。适配chromeheadless和wkhtmltopdfdocker镜像在线生成PDF1.只需专注用H5构件你的PDF内容,而无需关心分页及内容截断问题，内容满了，自动换页,支持预览、WEB打印、页码/目录、自定义页眉页脚。2.前后端皆可生成PDF,命令行PDF生成工具",https://gitee.com/wuxue107/bookjs-eazy.git
朱慧培/flink-streaming-platform-web,基于flink-sql的实时流计算web平台,https://gitee.com/zhuhuipei/flink-streaming-platform-web.git
sagframe/sagacity-sqltoy,Java真正智慧的ORM框架，融合JPA功能和最佳的sql编写及查询模式、独创的缓存翻译、最优化的分页、并提供无限层级分组汇总、同比环比、行列转换、树形排序汇总、sql自适配不同数据库、分库分表、多租户、数据加解密、脱敏以及面向复杂业务和大规模数据分析等痛点、难点问题项目实践经验分享的一站式解决方案!,https://gitee.com/sagacity/sagacity-sqltoy.git
nop/screenshot-api-server,使用nodeexpress和puppeteer搭建的WEB截图API服务网页截图&pdf生成API服务&docker镜像,https://gitee.com/wuxue107/screenshot-api-server.git
Huoyo/ko-time,"koTime是一个轻量级的springboot项目性能分析工具，通过方法调用链路追踪以及运行时长监控快速定位性能瓶颈，并进行可视化展示，还支持代码热更新与邮件预警!aspringboottoolfortracingcallgraph,whichcanhelpyoufindmethod'sperformanceseasily.",https://gitee.com/huoyo/ko-time.git
Wechaty/wechaty,ConversationalRPASDKforChatbotMakers,https://gitee.com/wechaty/wechaty.git
魔罗/ril,RIL是一款专门为嵌入式平台开发的无线通信模块(GSM/GPRS/CatM1/NB)管理框架，适用于资源受限物联网终端设备（单片机+无线蜂窝模组的方案），并提供物联网通信所需的基本功能，包含网络注册、连接管理、短信收发及Socket通信。,https://gitee.com/moluo-tech/ril.git
